,composition,elements,label,for_test
mp-11621,"{'Ni': 1.0, 'Zn': 1.0, 'Sb': 1.0}","('Ni', 'Sb', 'Zn')",OTHERS,False
mp-1204729,"{'Yb': 12.0, 'Al': 86.0, 'W': 8.0}","('Al', 'W', 'Yb')",OTHERS,False
mp-18041,"{'O': 16.0, 'Sm': 2.0, 'W': 4.0, 'Tl': 2.0}","('O', 'Sm', 'Tl', 'W')",OTHERS,False
mp-1245963,"{'Ba': 2.0, 'Fe': 4.0, 'N': 4.0}","('Ba', 'Fe', 'N')",OTHERS,False
mp-1228860,"{'Ba': 4.0, 'Cr': 13.0, 'O': 28.0}","('Ba', 'Cr', 'O')",OTHERS,False
mp-758664,"{'Fe': 18.0, 'O': 18.0, 'F': 18.0}","('F', 'Fe', 'O')",OTHERS,False
mp-555837,"{'Rb': 6.0, 'Si': 10.0, 'O': 23.0}","('O', 'Rb', 'Si')",OTHERS,False
mp-1104225,"{'Lu': 3.0, 'Ga': 9.0, 'Pd': 2.0}","('Ga', 'Lu', 'Pd')",OTHERS,False
mp-1203797,"{'Nd': 26.0, 'B': 8.0, 'O': 52.0}","('B', 'Nd', 'O')",OTHERS,False
mp-866873,"{'Ca': 6.0, 'Sn': 4.0, 'S': 14.0}","('Ca', 'S', 'Sn')",OTHERS,False
mp-1018136,"{'La': 1.0, 'Bi': 1.0, 'Pt': 1.0}","('Bi', 'La', 'Pt')",OTHERS,False
mp-1224692,"{'Fe': 2.0, 'Pt': 1.0}","('Fe', 'Pt')",OTHERS,False
mp-20509,"{'Ba': 2.0, 'Y': 1.0, 'Cu': 4.0, 'O': 8.0}","('Ba', 'Cu', 'O', 'Y')",OTHERS,False
mvc-13704,"{'Zn': 4.0, 'Sb': 2.0, 'Mo': 2.0, 'O': 12.0}","('Mo', 'O', 'Sb', 'Zn')",OTHERS,False
mp-778408,"{'Hg': 2.0, 'Bi': 2.0, 'O': 6.0}","('Bi', 'Hg', 'O')",OTHERS,False
mp-771151,"{'Li': 4.0, 'Mn': 2.0, 'As': 2.0, 'C': 2.0, 'O': 14.0}","('As', 'C', 'Li', 'Mn', 'O')",OTHERS,False
mp-973451,"{'Nd': 2.0, 'Bi': 1.0, 'O': 2.0}","('Bi', 'Nd', 'O')",OTHERS,False
mp-768200,"{'Li': 4.0, 'Ho': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}","('C', 'Ho', 'Li', 'O', 'P')",OTHERS,False
mp-753777,"{'Li': 6.0, 'Fe': 1.0, 'Co': 1.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}","('C', 'Co', 'Fe', 'Li', 'O', 'P')",OTHERS,False
mp-3411,"{'Se': 6.0, 'Mo': 6.0, 'Tl': 2.0}","('Mo', 'Se', 'Tl')",OTHERS,False
mp-12174,"{'Ni': 30.0, 'Hf': 10.0}","('Hf', 'Ni')",OTHERS,False
mp-977455,"{'Pa': 1.0, 'Ag': 1.0, 'O': 3.0}","('Ag', 'O', 'Pa')",OTHERS,False
mp-1181167,"{'Na': 8.0, 'B': 16.0, 'O': 44.0}","('B', 'Na', 'O')",OTHERS,False
mp-10872,"{'Al': 1.0, 'Hf': 1.0, 'Au': 2.0}","('Al', 'Au', 'Hf')",OTHERS,False
mp-755125,"{'Li': 2.0, 'Mn': 2.0, 'Si': 2.0, 'O': 8.0}","('Li', 'Mn', 'O', 'Si')",OTHERS,False
mp-1099332,"{'Sr': 1.0, 'Ce': 1.0, 'Mg': 6.0}","('Ce', 'Mg', 'Sr')",OTHERS,False
mp-1103088,"{'Dy': 3.0, 'Al': 9.0}","('Al', 'Dy')",OTHERS,False
mp-760954,"{'Li': 5.0, 'Ti': 2.0, 'V': 3.0, 'O': 10.0}","('Li', 'O', 'Ti', 'V')",OTHERS,False
mp-1180456,"{'Li': 3.0, 'V': 3.0, 'O': 6.0}","('Li', 'O', 'V')",OTHERS,False
mp-1094709,"{'Mg': 3.0, 'Sb': 1.0}","('Mg', 'Sb')",OTHERS,False
mp-22461,"{'Fe': 3.0, 'Sn': 1.0}","('Fe', 'Sn')",OTHERS,False
mp-1095709,"{'Tc': 2.0, 'Ge': 1.0, 'W': 1.0}","('Ge', 'Tc', 'W')",OTHERS,False
mp-773100,"{'La': 4.0, 'Bi': 2.0, 'O': 10.0}","('Bi', 'La', 'O')",OTHERS,False
mp-1214654,"{'Ba': 4.0, 'La': 2.0, 'Nb': 2.0, 'Cu': 4.0, 'O': 16.0}","('Ba', 'Cu', 'La', 'Nb', 'O')",OTHERS,False
mp-1184074,"{'Dy': 1.0, 'Tm': 1.0, 'Ru': 2.0}","('Dy', 'Ru', 'Tm')",OTHERS,False
mp-1221048,"{'Na': 2.0, 'Li': 2.0, 'V': 4.0, 'O': 12.0}","('Li', 'Na', 'O', 'V')",OTHERS,False
mp-1215695,"{'Zn': 6.0, 'Ga': 2.0, 'Ag': 2.0, 'S': 10.0}","('Ag', 'Ga', 'S', 'Zn')",OTHERS,False
mp-1207493,"{'Yb': 4.0, 'Si': 4.0, 'Pd': 4.0}","('Pd', 'Si', 'Yb')",OTHERS,False
mp-1210775,"{'Lu': 4.0, 'O': 4.0, 'F': 4.0}","('F', 'Lu', 'O')",OTHERS,False
mp-23626,"{'Rb': 4.0, 'Li': 8.0, 'I': 12.0, 'O': 36.0}","('I', 'Li', 'O', 'Rb')",OTHERS,False
mp-722891,"{'Na': 4.0, 'Ni': 2.0, 'H': 28.0, 'N': 12.0}","('H', 'N', 'Na', 'Ni')",OTHERS,False
mp-1226724,"{'Cd': 1.0, 'Sb': 1.0}","('Cd', 'Sb')",OTHERS,False
mp-1245570,"{'Mn': 16.0, 'Se': 12.0, 'N': 8.0}","('Mn', 'N', 'Se')",OTHERS,False
mp-25827,"{'Li': 2.0, 'O': 22.0, 'P': 6.0, 'Mo': 4.0}","('Li', 'Mo', 'O', 'P')",OTHERS,False
mp-1184919,"{'K': 6.0, 'Na': 2.0}","('K', 'Na')",OTHERS,False
mp-540619,"{'K': 12.0, 'Sn': 4.0, 'Te': 12.0}","('K', 'Sn', 'Te')",OTHERS,False
mp-768960,"{'Li': 40.0, 'B': 8.0, 'O': 32.0}","('B', 'Li', 'O')",OTHERS,False
mp-1221608,"{'Mo': 6.0, 'Pb': 1.0, 'Se': 4.0, 'S': 4.0}","('Mo', 'Pb', 'S', 'Se')",OTHERS,False
mp-1173753,"{'Na': 4.0, 'Ga': 4.0, 'Se': 6.0}","('Ga', 'Na', 'Se')",OTHERS,False
mp-1186717,"{'Pr': 3.0, 'Hf': 1.0}","('Hf', 'Pr')",OTHERS,False
mp-1120736,"{'Na': 10.0, 'Ti': 6.0, 'F': 28.0}","('F', 'Na', 'Ti')",OTHERS,False
mp-1217173,"{'Ti': 16.0, 'Mn': 8.0, 'O': 4.0}","('Mn', 'O', 'Ti')",OTHERS,False
mp-28513,"{'O': 12.0, 'Cl': 4.0, 'Pb': 2.0}","('Cl', 'O', 'Pb')",OTHERS,False
mp-1179787,"{'Rb': 1.0, 'Cd': 6.0, 'C': 12.0, 'Br': 1.0, 'O': 26.0}","('Br', 'C', 'Cd', 'O', 'Rb')",OTHERS,False
mp-1206284,"{'La': 2.0, 'C': 2.0, 'Br': 2.0}","('Br', 'C', 'La')",OTHERS,False
mvc-13426,"{'Ca': 1.0, 'Cu': 2.0, 'N': 2.0}","('Ca', 'Cu', 'N')",OTHERS,False
mp-1095427,"{'Hf': 4.0, 'Co': 4.0, 'P': 4.0}","('Co', 'Hf', 'P')",OTHERS,False
mp-556346,"{'Pr': 4.0, 'I': 12.0, 'O': 36.0}","('I', 'O', 'Pr')",OTHERS,False
mp-1225036,"{'Gd': 1.0, 'Al': 6.0, 'Cu': 6.0}","('Al', 'Cu', 'Gd')",OTHERS,False
mp-15796,"{'Li': 1.0, 'Se': 2.0, 'Ho': 1.0}","('Ho', 'Li', 'Se')",OTHERS,False
mp-1105352,"{'Ce': 1.0, 'Fe': 4.0, 'Cu': 3.0, 'O': 12.0}","('Ce', 'Cu', 'Fe', 'O')",OTHERS,False
mp-1247144,"{'La': 2.0, 'Mg': 2.0, 'Mo': 2.0, 'S': 8.0}","('La', 'Mg', 'Mo', 'S')",OTHERS,False
mp-762249,"{'V': 2.0, 'C': 4.0, 'O': 12.0}","('C', 'O', 'V')",OTHERS,False
mp-775938,"{'Ti': 12.0, 'O': 24.0}","('O', 'Ti')",OTHERS,False
mp-765521,"{'Li': 4.0, 'V': 4.0, 'O': 4.0, 'F': 12.0}","('F', 'Li', 'O', 'V')",OTHERS,False
mp-1232150,"{'Mg': 4.0, 'Sc': 4.0, 'Se': 12.0}","('Mg', 'Sc', 'Se')",OTHERS,False
mp-560262,"{'Zn': 2.0, 'In': 4.0, 'S': 8.0}","('In', 'S', 'Zn')",OTHERS,False
mp-867247,"{'Tb': 2.0, 'Br': 6.0}","('Br', 'Tb')",OTHERS,False
mp-765086,"{'Li': 10.0, 'V': 6.0, 'P': 16.0, 'O': 58.0}","('Li', 'O', 'P', 'V')",OTHERS,False
mp-1186042,"{'Na': 6.0, 'Ca': 2.0}","('Ca', 'Na')",OTHERS,False
mp-1217247,"{'Ti': 16.0, 'Co': 4.0, 'Ni': 4.0}","('Co', 'Ni', 'Ti')",OTHERS,False
mp-1017629,"{'Mg': 1.0, 'Ni': 1.0, 'H': 3.0}","('H', 'Mg', 'Ni')",OTHERS,False
mp-1190932,"{'Co': 3.0, 'Te': 2.0, 'P': 2.0, 'O': 14.0}","('Co', 'O', 'P', 'Te')",OTHERS,False
mp-1239190,"{'Ta': 2.0, 'Cr': 6.0, 'Ag': 4.0, 'S': 16.0}","('Ag', 'Cr', 'S', 'Ta')",OTHERS,False
mp-1205523,"{'Sc': 4.0, 'Co': 2.0, 'Ge': 4.0}","('Co', 'Ge', 'Sc')",OTHERS,False
mp-1206590,"{'Co': 1.0, 'Au': 3.0}","('Au', 'Co')",OTHERS,False
mp-36577,"{'As': 2.0, 'S': 4.0, 'Sr': 1.0}","('As', 'S', 'Sr')",OTHERS,False
mp-1037480,"{'Y': 1.0, 'Mg': 30.0, 'Cr': 1.0, 'O': 32.0}","('Cr', 'Mg', 'O', 'Y')",OTHERS,False
mp-1100897,"{'Y': 2.0, 'Zr': 8.0, 'O': 19.0}","('O', 'Y', 'Zr')",OTHERS,False
mp-8885,"{'S': 8.0, 'Cd': 4.0, 'Ba': 4.0}","('Ba', 'Cd', 'S')",OTHERS,False
mp-1097227,"{'Sr': 2.0, 'Hg': 1.0, 'Sb': 1.0}","('Hg', 'Sb', 'Sr')",OTHERS,False
mp-1220301,"{'Nb': 2.0, 'Tl': 2.0, 'W': 2.0, 'O': 12.0}","('Nb', 'O', 'Tl', 'W')",OTHERS,False
mp-757780,"{'Li': 24.0, 'Co': 24.0, 'P': 24.0, 'O': 96.0}","('Co', 'Li', 'O', 'P')",OTHERS,False
Al 36.0 Pt 50.0 Gd 14.0,"{'Al': 36.0, 'Pt': 50.0, 'Gd': 14.0}","('Al', 'Gd', 'Pt')",OTHERS,False
mp-1188749,"{'Tb': 4.0, 'Ga': 4.0, 'Pd': 8.0}","('Ga', 'Pd', 'Tb')",OTHERS,False
mp-1218281,"{'Sr': 1.0, 'Eu': 1.0, 'Ni': 1.0, 'O': 4.0}","('Eu', 'Ni', 'O', 'Sr')",OTHERS,False
mp-1076317,"{'Mg': 1.0, 'Cu': 1.0, 'O': 3.0}","('Cu', 'Mg', 'O')",OTHERS,False
mp-1214856,"{'Al': 4.0, 'S': 4.0, 'N': 4.0, 'Cl': 12.0}","('Al', 'Cl', 'N', 'S')",OTHERS,False
mp-722280,"{'Li': 4.0, 'Cu': 4.0, 'H': 16.0, 'Cl': 12.0, 'O': 8.0}","('Cl', 'Cu', 'H', 'Li', 'O')",OTHERS,False
mp-1176501,"{'Lu': 2.0, 'Bi': 2.0, 'O': 6.0}","('Bi', 'Lu', 'O')",OTHERS,False
mp-1181934,"{'Mg': 2.0, 'H': 32.0, 'C': 8.0, 'S': 8.0, 'N': 4.0, 'O': 32.0, 'F': 24.0}","('C', 'F', 'H', 'Mg', 'N', 'O', 'S')",OTHERS,False
mp-1018064,"{'Er': 1.0, 'Fe': 1.0, 'C': 2.0}","('C', 'Er', 'Fe')",OTHERS,False
mp-1245216,"{'Zn': 50.0, 'S': 50.0}","('S', 'Zn')",OTHERS,False
mp-1202863,"{'Na': 8.0, 'Mg': 8.0, 'P': 8.0, 'C': 16.0, 'O': 48.0}","('C', 'Mg', 'Na', 'O', 'P')",OTHERS,False
mp-767927,"{'Li': 8.0, 'Ti': 2.0, 'V': 8.0, 'Cr': 8.0, 'O': 36.0}","('Cr', 'Li', 'O', 'Ti', 'V')",OTHERS,False
mp-18825,"{'Y': 2.0, 'Cr': 2.0, 'O': 8.0}","('Cr', 'O', 'Y')",OTHERS,False
mp-8073,"{'As': 4.0, 'Pd': 8.0}","('As', 'Pd')",OTHERS,False
mp-27568,"{'Al': 6.0, 'Ge': 14.0, 'Ba': 20.0}","('Al', 'Ba', 'Ge')",OTHERS,False
mp-1201050,"{'Sm': 4.0, 'Nb': 4.0, 'S': 14.0, 'O': 60.0}","('Nb', 'O', 'S', 'Sm')",OTHERS,False
mp-1219618,"{'Rb': 4.0, 'H': 16.0, 'O': 12.0}","('H', 'O', 'Rb')",OTHERS,False
mp-1181620,"{'Co': 1.0, 'I': 2.0, 'O': 6.0}","('Co', 'I', 'O')",OTHERS,False
mp-1190024,"{'Ba': 6.0, 'Na': 2.0, 'Sb': 2.0, 'O': 12.0}","('Ba', 'Na', 'O', 'Sb')",OTHERS,False
mp-1102309,"{'Yb': 8.0, 'Ga': 4.0}","('Ga', 'Yb')",OTHERS,False
mp-780850,"{'Li': 6.0, 'Mn': 8.0, 'B': 8.0, 'O': 24.0}","('B', 'Li', 'Mn', 'O')",OTHERS,False
mp-1174348,"{'Li': 8.0, 'Mn': 6.0, 'O': 14.0}","('Li', 'Mn', 'O')",OTHERS,False
mp-755848,"{'Li': 6.0, 'Cr': 3.0, 'Fe': 3.0, 'O': 12.0}","('Cr', 'Fe', 'Li', 'O')",OTHERS,False
mp-1246916,"{'Mg': 2.0, 'Ni': 10.0, 'N': 8.0}","('Mg', 'N', 'Ni')",OTHERS,False
mp-1246348,"{'Fe': 3.0, 'Co': 8.0, 'N': 8.0}","('Co', 'Fe', 'N')",OTHERS,False
mp-1227523,"{'Ce': 4.0, 'U': 8.0, 'S': 20.0}","('Ce', 'S', 'U')",OTHERS,False
mp-1221600,"{'Mn': 2.0, 'Re': 2.0, 'B': 4.0}","('B', 'Mn', 'Re')",OTHERS,False
mp-1206101,"{'Ag': 1.0, 'Pb': 1.0, 'F': 6.0}","('Ag', 'F', 'Pb')",OTHERS,False
mp-3627,"{'S': 8.0, 'Mo': 6.0, 'Eu': 1.0}","('Eu', 'Mo', 'S')",OTHERS,False
mp-1101817,"{'Sm': 4.0, 'Ni': 4.0, 'Ge': 4.0}","('Ge', 'Ni', 'Sm')",OTHERS,False
mp-757453,"{'Fe': 6.0, 'O': 6.0, 'F': 6.0}","('F', 'Fe', 'O')",OTHERS,False
mp-1009494,"{'Np': 1.0, 'N': 1.0}","('N', 'Np')",OTHERS,False
mp-1208255,"{'Th': 2.0, 'N': 8.0, 'O': 34.0}","('N', 'O', 'Th')",OTHERS,False
mp-1246406,"{'Mg': 2.0, 'V': 1.0, 'Mo': 3.0, 'S': 8.0}","('Mg', 'Mo', 'S', 'V')",OTHERS,False
mp-1187388,"{'Tb': 1.0, 'Tm': 1.0, 'Ir': 2.0}","('Ir', 'Tb', 'Tm')",OTHERS,False
mp-1080058,"{'K': 2.0, 'I': 2.0, 'O': 6.0}","('I', 'K', 'O')",OTHERS,False
mp-756968,"{'K': 6.0, 'Ca': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}","('C', 'Ca', 'K', 'O', 'P')",OTHERS,False
mp-864661,"{'Zn': 1.0, 'Cu': 1.0, 'Pd': 2.0}","('Cu', 'Pd', 'Zn')",OTHERS,False
mp-761143,"{'K': 3.0, 'Li': 3.0, 'Sb': 3.0, 'P': 6.0, 'O': 24.0}","('K', 'Li', 'O', 'P', 'Sb')",OTHERS,False
mp-1225300,"{'Dy': 2.0, 'Al': 3.0, 'Co': 1.0}","('Al', 'Co', 'Dy')",OTHERS,False
mp-1213415,"{'Cu': 6.0, 'Hg': 18.0, 'As': 12.0, 'Cl': 18.0}","('As', 'Cl', 'Cu', 'Hg')",OTHERS,False
mp-1187213,"{'Ta': 2.0, 'Re': 1.0, 'Os': 1.0}","('Os', 'Re', 'Ta')",OTHERS,False
mp-6407,"{'F': 160.0, 'Se': 32.0, 'Sb': 32.0, 'Te': 16.0}","('F', 'Sb', 'Se', 'Te')",OTHERS,False
mp-29419,"{'Cl': 6.0, 'Te': 4.0, 'Hf': 1.0}","('Cl', 'Hf', 'Te')",OTHERS,False
mp-1198750,"{'Mg': 2.0, 'H': 44.0, 'S': 2.0, 'O': 30.0}","('H', 'Mg', 'O', 'S')",OTHERS,False
mp-555732,"{'Yb': 8.0, 'P': 8.0, 'S': 32.0}","('P', 'S', 'Yb')",OTHERS,False
mp-505647,"{'Gd': 2.0, 'W': 4.0, 'K': 2.0, 'O': 16.0}","('Gd', 'K', 'O', 'W')",OTHERS,False
mp-1208134,"{'Tl': 1.0, 'Cu': 2.0, 'H': 1.0, 'Se': 2.0, 'O': 10.0}","('Cu', 'H', 'O', 'Se', 'Tl')",OTHERS,False
mp-581156,"{'Cs': 14.0, 'U': 16.0, 'V': 4.0, 'Cl': 2.0, 'O': 64.0}","('Cl', 'Cs', 'O', 'U', 'V')",OTHERS,False
mp-1096373,"{'Mg': 1.0, 'Sc': 1.0, 'Tl': 2.0}","('Mg', 'Sc', 'Tl')",OTHERS,False
mp-1245419,"{'Li': 12.0, 'Mn': 4.0, 'N': 8.0}","('Li', 'Mn', 'N')",OTHERS,False
mp-758457,"{'Li': 4.0, 'Ti': 4.0, 'P': 16.0, 'O': 48.0}","('Li', 'O', 'P', 'Ti')",OTHERS,False
mp-505186,"{'Cs': 8.0, 'Pr': 12.0, 'I': 26.0, 'C': 4.0}","('C', 'Cs', 'I', 'Pr')",OTHERS,False
mp-1119132,"{'Cs': 20.0, 'Os': 20.0, 'N': 40.0}","('Cs', 'N', 'Os')",OTHERS,False
mp-567076,"{'Li': 2.0, 'Bi': 1.0, 'Au': 1.0}","('Au', 'Bi', 'Li')",OTHERS,False
mp-983229,"{'Pm': 2.0, 'Zn': 1.0, 'Rh': 1.0}","('Pm', 'Rh', 'Zn')",OTHERS,False
mp-604910,"{'Mn': 2.0, 'Se': 2.0}","('Mn', 'Se')",OTHERS,False
mp-766086,"{'Li': 4.0, 'La': 8.0, 'Ti': 8.0, 'Cr': 4.0, 'O': 36.0}","('Cr', 'La', 'Li', 'O', 'Ti')",OTHERS,False
mp-1192303,"{'Pr': 2.0, 'Mn': 3.0, 'Sb': 4.0, 'S': 12.0}","('Mn', 'Pr', 'S', 'Sb')",OTHERS,False
mp-561125,"{'Ba': 10.0, 'P': 6.0, 'Br': 2.0, 'O': 24.0}","('Ba', 'Br', 'O', 'P')",OTHERS,False
mp-1114171,"{'K': 2.0, 'Na': 1.0, 'Ru': 1.0, 'F': 6.0}","('F', 'K', 'Na', 'Ru')",OTHERS,False
mp-558557,"{'Ba': 1.0, 'La': 4.0, 'Cu': 5.0, 'O': 12.0}","('Ba', 'Cu', 'La', 'O')",OTHERS,False
mp-759528,"{'Li': 3.0, 'V': 3.0, 'Fe': 3.0, 'P': 6.0, 'H': 6.0, 'O': 30.0}","('Fe', 'H', 'Li', 'O', 'P', 'V')",OTHERS,False
mp-8632,{'V': 1.0},"('V',)",OTHERS,False
mp-1224665,"{'Lu': 12.0, 'Co': 31.0, 'Sn': 16.0}","('Co', 'Lu', 'Sn')",OTHERS,False
mp-753508,"{'Li': 4.0, 'Cu': 4.0, 'S': 4.0}","('Cu', 'Li', 'S')",OTHERS,False
mp-7739,"{'F': 6.0, 'Zn': 1.0, 'Ba': 2.0}","('Ba', 'F', 'Zn')",OTHERS,False
mp-1194394,"{'Na': 6.0, 'C': 4.0, 'O': 16.0}","('C', 'Na', 'O')",OTHERS,False
mp-705355,"{'Li': 4.0, 'Mn': 2.0, 'P': 10.0, 'O': 30.0}","('Li', 'Mn', 'O', 'P')",OTHERS,False
mp-1206453,"{'Sm': 4.0, 'Cd': 2.0, 'Cu': 4.0}","('Cd', 'Cu', 'Sm')",OTHERS,False
mp-1213807,"{'Ce': 8.0, 'Si': 8.0, 'Pd': 8.0}","('Ce', 'Pd', 'Si')",OTHERS,False
mp-978929,"{'Sr': 1.0, 'Ac': 1.0, 'Zn': 2.0}","('Ac', 'Sr', 'Zn')",OTHERS,False
mp-555331,"{'K': 2.0, 'Gd': 2.0, 'Pd': 2.0, 'O': 6.0}","('Gd', 'K', 'O', 'Pd')",OTHERS,False
mp-1210918,"{'Mg': 12.0, 'Si': 8.0, 'O': 36.0}","('Mg', 'O', 'Si')",OTHERS,False
mp-14568,"{'F': 8.0, 'Mg': 2.0, 'Ba': 2.0}","('Ba', 'F', 'Mg')",OTHERS,False
mp-567808,"{'Tm': 1.0, 'Cu': 2.0, 'Ge': 2.0}","('Cu', 'Ge', 'Tm')",OTHERS,False
mp-758847,"{'Li': 12.0, 'Fe': 4.0, 'P': 8.0, 'O': 32.0}","('Fe', 'Li', 'O', 'P')",OTHERS,False
mp-1232213,"{'Y': 2.0, 'Se': 4.0}","('Se', 'Y')",OTHERS,False
mp-1197266,"{'Nd': 14.0, 'Se': 8.0, 'Cl': 6.0, 'O': 34.0}","('Cl', 'Nd', 'O', 'Se')",OTHERS,False
mp-1218397,"{'Sr': 5.0, 'Zn': 1.0, 'Cd': 4.0}","('Cd', 'Sr', 'Zn')",OTHERS,False
mp-30313,"{'O': 28.0, 'Se': 8.0, 'Tb': 8.0}","('O', 'Se', 'Tb')",OTHERS,False
mp-1018651,"{'Ba': 2.0, 'H': 3.0, 'I': 1.0}","('Ba', 'H', 'I')",OTHERS,False
mp-31362,"{'Na': 6.0, 'Cl': 12.0, 'Y': 2.0}","('Cl', 'Na', 'Y')",OTHERS,False
mp-27421,"{'F': 6.0, 'Rb': 1.0, 'Bi': 1.0}","('Bi', 'F', 'Rb')",OTHERS,False
mp-17048,"{'S': 16.0, 'Rb': 8.0, 'W': 4.0}","('Rb', 'S', 'W')",OTHERS,False
mp-849672,"{'Mn': 12.0, 'O': 2.0, 'F': 22.0}","('F', 'Mn', 'O')",OTHERS,False
mp-866308,"{'Ca': 4.0, 'B': 8.0, 'H': 56.0, 'N': 8.0}","('B', 'Ca', 'H', 'N')",OTHERS,False
mp-600219,"{'Mn': 4.0, 'H': 48.0, 'C': 8.0, 'N': 8.0, 'Cl': 16.0}","('C', 'Cl', 'H', 'Mn', 'N')",OTHERS,False
mp-21298,"{'Si': 4.0, 'Np': 2.0}","('Np', 'Si')",OTHERS,False
mvc-5849,"{'Ca': 6.0, 'Mn': 12.0, 'O': 24.0}","('Ca', 'Mn', 'O')",OTHERS,False
mp-1094476,"{'Mg': 2.0, 'Zn': 6.0}","('Mg', 'Zn')",OTHERS,False
mp-867721,"{'Mn': 6.0, 'Si': 6.0, 'O': 20.0}","('Mn', 'O', 'Si')",OTHERS,False
mp-753711,"{'Ca': 3.0, 'P': 2.0, 'O': 8.0}","('Ca', 'O', 'P')",OTHERS,False
mp-554311,"{'F': 6.0, 'Cr': 1.0, 'Rb': 1.0}","('Cr', 'F', 'Rb')",OTHERS,False
mp-1228510,"{'Ba': 2.0, 'Sr': 3.0, 'Ca': 1.0, 'Mg': 2.0, 'Si': 4.0, 'O': 16.0}","('Ba', 'Ca', 'Mg', 'O', 'Si', 'Sr')",OTHERS,False
mp-773098,"{'Li': 4.0, 'Mn': 3.0, 'V': 1.0, 'O': 8.0}","('Li', 'Mn', 'O', 'V')",OTHERS,False
mp-867634,"{'Li': 8.0, 'Mn': 8.0, 'P': 8.0, 'O': 32.0}","('Li', 'Mn', 'O', 'P')",OTHERS,False
mp-975031,"{'Rb': 4.0, 'Be': 4.0, 'H': 12.0}","('Be', 'H', 'Rb')",OTHERS,False
mp-1245220,"{'Zn': 50.0, 'S': 50.0}","('S', 'Zn')",OTHERS,False
mp-30328,"{'Fe': 1.0, 'Ho': 6.0, 'Bi': 2.0}","('Bi', 'Fe', 'Ho')",OTHERS,False
mp-1077378,"{'Cs': 2.0, 'Mn': 2.0, 'P': 2.0}","('Cs', 'Mn', 'P')",OTHERS,False
mp-758284,"{'Zn': 4.0, 'P': 8.0, 'H': 28.0, 'N': 4.0, 'O': 32.0}","('H', 'N', 'O', 'P', 'Zn')",OTHERS,False
mp-1099865,"{'La': 28.0, 'Sm': 4.0, 'Mn': 32.0, 'O': 80.0}","('La', 'Mn', 'O', 'Sm')",OTHERS,False
mp-1187703,"{'Y': 2.0, 'Ir': 1.0, 'Ru': 1.0}","('Ir', 'Ru', 'Y')",OTHERS,False
mp-20720,"{'N': 6.0, 'O': 12.0, 'Ni': 1.0, 'Pb': 2.0}","('N', 'Ni', 'O', 'Pb')",OTHERS,False
mp-1186262,"{'Nd': 3.0, 'Dy': 1.0}","('Dy', 'Nd')",OTHERS,False
mp-1200604,"{'Si': 1.0, 'P': 4.0, 'H': 28.0, 'C': 10.0, 'Cl': 4.0}","('C', 'Cl', 'H', 'P', 'Si')",OTHERS,False
mp-1176406,"{'Na': 8.0, 'Bi': 4.0, 'O': 12.0}","('Bi', 'Na', 'O')",OTHERS,False
mp-767798,"{'Ni': 17.0, 'As': 12.0, 'O': 48.0}","('As', 'Ni', 'O')",OTHERS,False
mp-756058,"{'Li': 2.0, 'Cr': 3.0, 'Fe': 1.0, 'O': 8.0}","('Cr', 'Fe', 'Li', 'O')",OTHERS,False
mp-1175878,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-1175965,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-1072586,"{'Sm': 1.0, 'Cd': 1.0, 'Ni': 4.0}","('Cd', 'Ni', 'Sm')",OTHERS,False
mp-1039919,"{'La': 1.0, 'Hf': 1.0, 'Mg': 30.0, 'O': 32.0}","('Hf', 'La', 'Mg', 'O')",OTHERS,False
mp-756748,"{'Sc': 4.0, 'H': 12.0, 'Cl': 8.0, 'O': 40.0}","('Cl', 'H', 'O', 'Sc')",OTHERS,False
mp-758780,"{'Li': 4.0, 'Bi': 4.0, 'P': 8.0, 'O': 28.0}","('Bi', 'Li', 'O', 'P')",OTHERS,False
mp-1101069,"{'Cr': 2.0, 'P': 2.0, 'Se': 6.0}","('Cr', 'P', 'Se')",OTHERS,False
mp-1227088,"{'Ca': 6.0, 'Ag': 3.0, 'Ge': 5.0}","('Ag', 'Ca', 'Ge')",OTHERS,False
mp-759159,"{'Li': 5.0, 'Fe': 8.0, 'B': 8.0, 'O': 24.0}","('B', 'Fe', 'Li', 'O')",OTHERS,False
mp-1095204,"{'Tm': 4.0, 'Ni': 4.0, 'Sn': 2.0}","('Ni', 'Sn', 'Tm')",OTHERS,False
mp-1220795,"{'Nb': 12.0, 'Sn': 3.0, 'Sb': 1.0}","('Nb', 'Sb', 'Sn')",OTHERS,False
mp-862965,"{'Pm': 1.0, 'Tl': 1.0, 'Au': 2.0}","('Au', 'Pm', 'Tl')",OTHERS,False
mp-27617,"{'F': 4.0, 'Se': 1.0, 'Ce': 2.0}","('Ce', 'F', 'Se')",OTHERS,False
mp-641587,"{'Fe': 21.0, 'Mo': 2.0, 'C': 6.0}","('C', 'Fe', 'Mo')",OTHERS,False
